subjectGroup,browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,mindsCode,link,age,sex,Native language(s)
"2",Chrome,"80",1280,720,Windows,en-GB,2020-04-13_12:28:38,2020-04-13_13:28:38,M084815,https://www.testable.org/experiment/2286/399612/start,"47",male,English

rowNo,subjectGroup,trialGroup,type,stim1,stim2,stimFormat,audio,button1,button2,trialText,if,then,feedback,feedbackTime,myPhase,timestamp,response,RT
3,"0","1",test,dog,cow,.jpg,cow.mp3,dog,cow,Which animal did you hear?,"1",end,"1: This is not correct, the experiment will end now.; 2: This is correct.","1500",sound_test,60639,"1",23532
