subjectGroup,browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,mindsCode,link,age,sex,Native language(s)
"2",Chrome,91.0.4472.101,1536,864,Windows,en-US,2021-06-15_08:03:54,2021-06-15_13:33:54,M097623,https://www.testable.org/experiment/2286/399612/start?participant=M097623,"21",male,TELUGU

rowNo,trialGroup,type,stim1,stim2,stimFormat,audio,button1,button2,trialText,if,then,feedback,feedbackTime,myPhase,timestamp,response,RT
3,"1",test,dog,cow,.jpg,cow.mp3,dog,cow,Which animal did you hear?,"1",end,"1: This is not correct, the experiment will end now.; 2: This is correct.","1500",sound_test,75938,"1",7619
